customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0865,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),21.99,1052.13,No
CUST0866,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),113.47,7459.91,No
CUST0867,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,27.7,210.96,Yes
CUST0868,Female,1,No,Yes,57,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,86.75,4982.98,No
CUST0869,Male,0,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),31.61,1491.72,No
CUST0870,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),107.75,5562.56,No
CUST0871,Male,1,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),70.09,4479.83,No
CUST0872,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),26.39,1627.43,No
CUST0873,Female,1,Yes,Yes,16,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,80.91,1262.1,Yes
CUST0874,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),18.93,796.38,No
CUST0875,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),97.15,2324.14,No
CUST0876,Male,1,Yes,No,2,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,84.36,207.78,No
CUST0877,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),39.69,1104.28,No
CUST0878,Female,0,Yes,Yes,31,No,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),56.22,1746.2,No
CUST0879,Male,0,No,Yes,25,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,18.8,515.53,No
CUST0880,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,88.76,1311.37,No
CUST0881,Male,0,No,Yes,24,No,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),50.91,1200.74,No
CUST0882,Female,0,No,Yes,53,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,76.3,4073.86,Yes
CUST0883,Male,1,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),115.59,3098.68,No
CUST0884,Female,0,No,Yes,55,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),48.55,2703.44,Yes
CUST0885,Female,0,No,No,64,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),119.0,7575.55,Yes
CUST0886,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,82.54,3262.73,No
CUST0887,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),42.69,2174.63,Yes
CUST0888,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,62.55,4382.58,Yes
CUST0889,Female,1,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),93.53,2640.72,No
CUST0890,Male,0,No,Yes,18,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,63.54,1116.25,Yes
CUST0891,Male,0,No,No,65,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,24.99,1590.98,No
CUST0892,Male,0,Yes,No,40,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,35.2,1441.5,Yes
CUST0893,Male,0,No,No,44,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),98.71,4329.1,No
CUST0894,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,84.13,1173.32,No
CUST0895,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),76.12,105.04,No
CUST0896,Female,0,No,No,10,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,35.1,339.59,No
CUST0897,Female,0,Yes,Yes,52,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,103.45,5406.44,No
CUST0898,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,116.0,5252.13,Yes
CUST0899,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.17,662.81,No
CUST0900,Male,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,25.96,1472.98,No
CUST0901,Male,0,No,No,17,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),108.24,1840.7,No
CUST0902,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),101.19,5063.33,No
CUST0903,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.03,3832.67,Yes
CUST0904,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.39,7410.08,No
CUST0905,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,One year,Yes,Electronic check,83.94,560.73,Yes
CUST0906,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,40.03,885.62,No
CUST0907,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,92.32,414.37,No
CUST0908,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.86,4660.11,No
CUST0909,Male,0,Yes,No,35,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,118.55,4156.28,No
CUST0910,Female,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.82,2253.7,No
CUST0911,Male,0,No,No,48,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.98,3794.83,No
CUST0912,Male,0,No,Yes,44,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,97.58,4279.03,Yes
CUST0913,Male,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),52.58,3465.5,No
CUST0914,Female,0,Yes,Yes,44,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,56.73,2516.51,No
CUST0915,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),108.57,2095.97,No
CUST0916,Female,1,No,No,63,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.23,3685.51,No
CUST0917,Female,0,No,Yes,66,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,81.72,5367.11,No
CUST0918,Female,0,No,No,2,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,108.7,204.82,No
CUST0919,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),39.4,2056.46,Yes
CUST0920,Female,1,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,118.15,7400.74,No
CUST0921,Male,0,Yes,Yes,39,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,89.6,3466.91,No
CUST0922,Male,0,Yes,Yes,58,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),68.6,3982.16,No
CUST0923,Male,0,No,No,54,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,61.95,3364.87,No
CUST0924,Male,0,Yes,No,61,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.35,7063.75,No
CUST0925,Male,1,No,No,3,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,One year,No,Mailed check,38.98,71.23,No
CUST0926,Male,1,No,No,59,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),49.79,2930.41,No
CUST0927,Male,0,Yes,Yes,29,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),49.39,1394.53,No
CUST0928,Female,1,Yes,No,1,Yes,No,No,No internet service,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),47.48,40.6,No
CUST0929,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),65.79,4006.59,Yes
CUST0930,Male,1,No,Yes,48,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,118.9,5707.02,Yes
CUST0931,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,108.66,908.56,No
CUST0932,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),51.45,1574.01,Yes
CUST0933,Male,0,Yes,Yes,60,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),61.13,3681.47,No
CUST0934,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Mailed check,86.29,4094.17,Yes
CUST0935,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),19.75,491.85,Yes
CUST0936,Male,0,No,Yes,35,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),101.66,3589.99,No
CUST0937,Female,0,No,Yes,7,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.74,760.56,No
CUST0938,Male,0,Yes,Yes,57,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),105.43,6012.03,Yes
CUST0939,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),56.26,2497.85,Yes
CUST0940,Female,0,Yes,No,61,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,65.12,3924.29,Yes
CUST0941,Female,1,Yes,Yes,38,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),19.26,750.92,No
CUST0942,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),58.74,3391.63,Yes
CUST0943,Female,0,No,No,63,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),64.96,4113.87,No
CUST0944,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Mailed check,110.51,4705.61,No
CUST0945,Male,1,Yes,Yes,28,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,109.19,3045.11,No
CUST0946,Male,0,No,No,58,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,116.54,6790.28,No
CUST0947,Male,0,Yes,Yes,70,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,108.28,7625.46,No
CUST0948,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,18.84,137.74,No
CUST0949,Female,1,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.43,451.27,No
CUST0950,Male,0,Yes,Yes,28,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,24.96,735.26,No
CUST0951,Male,0,Yes,No,57,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Mailed check,45.8,2572.93,No
CUST0952,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Electronic check,76.99,1266.42,Yes
CUST0953,Male,1,No,Yes,15,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),89.46,1324.32,No
CUST0954,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),84.77,178.86,No
CUST0955,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.0,463.9,No
CUST0956,Male,1,No,Yes,63,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),28.57,1816.22,No
CUST0957,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.12,1113.25,No
CUST0958,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),27.32,1660.61,Yes
CUST0959,Female,0,Yes,Yes,41,No,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),36.18,1522.21,Yes
CUST0960,Male,0,No,No,41,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),88.23,3648.38,No
CUST0961,Male,0,Yes,No,60,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),102.75,6193.54,No
CUST0962,Male,0,No,Yes,12,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),59.7,712.22,No
CUST0963,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),88.66,840.36,No
CUST0964,Male,0,Yes,No,53,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.4,2034.43,No
CUST0965,Male,1,No,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),117.27,1798.89,Yes
CUST0966,Male,0,No,No,7,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.7,344.95,No
CUST0967,Male,1,Yes,Yes,58,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),104.28,6096.5,Yes
CUST0968,Female,0,No,Yes,56,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,114.43,6438.85,No
CUST0969,Female,1,No,Yes,39,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,106.2,4162.78,No
CUST0970,Male,0,No,No,58,Yes,No phone service,No,No,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),24.84,1458.44,No
CUST0971,Female,0,No,No,1,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,84.33,93.03,No
CUST0972,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,30.25,294.32,No
CUST0973,Male,1,Yes,No,43,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),18.58,791.13,Yes
CUST0974,Male,0,Yes,No,10,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),23.28,267.33,No
CUST0975,Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),111.45,131.08,No
CUST0976,Female,0,Yes,No,49,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,110.66,5449.47,No
CUST0977,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),41.03,480.58,No
CUST0978,Female,0,No,Yes,22,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),73.8,1582.81,No
CUST0979,Female,0,Yes,No,17,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),115.41,1917.53,Yes
CUST0980,Female,0,No,No,61,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),68.66,4218.36,Yes
CUST0981,Female,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,58.14,3522.48,No
CUST0982,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.29,2497.93,Yes
CUST0983,Female,0,No,Yes,66,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,98.6,6501.97,No
CUST0984,Male,0,No,No,37,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),66.68,2419.36,No
CUST0985,Female,0,No,No,66,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,97.89,6414.77,Yes
CUST0986,Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,62.03,3754.51,No
CUST0987,Female,0,No,Yes,0,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,43.7,0.0,No
CUST0988,Female,0,Yes,Yes,44,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,51.3,2259.58,No
CUST0989,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),25.94,744.82,Yes
CUST0990,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,68.73,1341.91,No
CUST0991,Female,0,No,Yes,12,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),33.11,373.12,No
CUST0992,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,100.78,2645.95,No
CUST0993,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,60.9,392.92,Yes
CUST0994,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Mailed check,96.03,2007.12,No
CUST0995,Female,0,No,Yes,52,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,115.35,6043.3,No
CUST0996,Male,0,No,Yes,3,Yes,Yes,No,No,No internet service,No,No,No,No,Two year,No,Mailed check,104.65,357.78,No
CUST0997,Male,0,No,No,22,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),115.05,2482.34,No
CUST0998,Female,0,No,Yes,69,Yes,No,No,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),75.93,5206.4,No
CUST0999,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),34.86,1147.54,No
CUST1000,Male,1,No,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,113.41,3045.59,Yes
